feature,sample_idx,ticker,prediction_date,window_position,source_date,raw_value,z_value
ret_1d,4977,BBY,2014-01-22,16,2014-01-16,-0.3366858162817956,-19.436875217193087
ret_1d,4976,BBY,2014-01-21,17,2014-01-16,-0.3366858162817956,-19.436875217193087
ret_1d,4975,BBY,2014-01-17,18,2014-01-16,-0.3366858162817956,-19.436875217193087
ret_1d,4979,BBY,2014-01-24,14,2014-01-16,-0.3366858162817956,-19.436875217193087
ret_1d,4974,BBY,2014-01-16,19,2014-01-16,-0.3366858162817956,-19.436875217193087
ret_1d,4987,BBY,2014-02-05,6,2014-01-16,-0.3366858162817956,-19.436875217193087
ret_1d,4988,BBY,2014-02-06,5,2014-01-16,-0.3366858162817956,-19.436875217193087
ret_1d,4992,BBY,2014-02-12,1,2014-01-16,-0.3366858162817956,-19.436875217193087
ret_1d,4985,BBY,2014-02-03,8,2014-01-16,-0.3366858162817956,-19.436875217193087
ret_1d,4986,BBY,2014-02-04,7,2014-01-16,-0.3366858162817956,-19.436875217193087
